generation,chain,participant,edit_idx,sentence_idx,original,edited,explanation
4,3,R_9Cwd5GD4NvYkCCh,8,7,Those critical of his ideas are unconvinced that his blockchain systems can be scaled up to handle Wikipedia's popularity and suggest that token incentives might encourage low quality edits.,"People who are critical of his ideas are not convinced that blockchain systems can be scaled up to handle Wikipedia's popularity, and suggest that token incentives might encourge low quality edits.","""Those critical"" sounded too formal so I changed to ""People who are critical"". ""Unconvinced"" to ""not convinced"". Dropped ""his"" before blockchain systems. Added a typo ""encourge"" because I kept making them while typing fast."
4,3,R_9Cwd5GD4NvYkCCh,9,8,"The Wikimedia Foundation stated that it was always interested in new ideas, but that remaining non profit and embracing its community is key.","The Wikimedia Foundation said it was always interested in new ideas, but that staying non profit and embracing its community is the key thing.","""Stated that"" to ""said"". ""Remaining"" to ""staying"" which is more everyday. Added ""the key thing"" instead of just ""key"" which sounds incomplete."
4,3,R_9Cwd5GD4NvYkCCh,10,9,The future of Wikipedia seems to be uncertain.,The future of Wikipedia seems to be unknown.,"This one was short so it was hard to change it too much, but it sounds a bit more natural to have ""unknown""."
4,3,R_9Cwd5GD4NvYkCCh,11,10,We can only wait and see whether it can reinvent itself while remaining a trusted brand.,We can only wait and see if it can reinvent itself while still remaining a trusted brand.,"""Whether"" to ""if"" because whether sounds formal. Added ""still"" before remaining for emphasis."
4,4,R_2O2GxPO0SGwUz5P,1,0,On Tuesday company officials confirmed a significant leadership shake up at Uber Technologies following the release of an internal investigation on to workplace misconduct and compliance failures.,On Tuesday company officials confirmed a large leadership change at Uber Technologies following the release of an internal investigation on misconduct in the workplace and compliance failures.,"To make it sound more human written, it felt to AI before"
4,4,R_2O2GxPO0SGwUz5P,2,1,"The initial start was launched after a series of employee complaints and regulatory inquiries uncovered lapses in oversight, inconsistent enforcement of company policies and failures in reporting procedures.","The change was initiated after a number of employee complaints and regulatory inquiries lapses in oversight, inconsistent enforcement of company policies and failures in reporting procedures.",I wanted it to sound less polished
4,4,R_2O2GxPO0SGwUz5P,3,2,"Three senior executives, including the head of regional operations, have stepped down and two others have been placed on administrative leave whilist pending further review.","Three senior executives, including the head of regional operations, have stepped down and two have been placed on administrative leave whilst awaiting further review.","AI would not like the structure of this sentance, it reads more believable if it is simplified"
4,4,R_2O2GxPO0SGwUz5P,4,3,An interim compliance chief has been appointed to help strengthen accountability measures.,A temporary compliance chief has been appointed to help strengthen accountability measures.,"Again, I have simplified to try and help avoid detection"
4,4,R_2O2GxPO0SGwUz5P,5,4,"Chief Executive Dara Khosrowshahi stated the findings were “deeply concerning” and pledged to implement sweeping reforms, adding that Uber are ""committed to rebuilding trust with our employees, drivers, riders, and such.""","Chief Executive Dara Khosrowshahi said that the findings were ‘deeply concerning’ and pledged to implement reforms, adding that Uber are ‘committed to rebuilding trust with our employees, drivers, riders, and such.’","I have added tiny errors that AI would never make, changing “ to ‘ does not have any impact on the contents of the text, but AI would not produce work like this"
4,4,R_2O2GxPO0SGwUz5P,6,5,"As a result of the report there has been renewed scrutiny from transportation regulators in many major cities, where Uber's operating licenses are subject for periodic review.","As a result of the report there has been more scrutiny from transportation regulators in many major cities, where Uber's operating licenses are subject to review.",Simplified again
4,4,R_2O2GxPO0SGwUz5P,7,6,Industry analysts say the shake-up could temporarily disrupt operations but may ultimately help position the company for more stable growth if reforms are effectively implemented.,Industry analysts say the changes could temporarily disrupt operations but may ultimately help position the company for more stable growth if reforms are effectively implemented.,"Simplified, I always take any dashes out of AI work that I don’t want to be detected as AI"
4,4,R_2O2GxPO0SGwUz5P,8,7,Uber shares have closed down  about three percent since the announcement .,Uber shares have dropped around three percent since the announcement .,Simplified again to avoid detection
4,5,R_229lKte16OIh0hC,1,0,"Every year, Americans turn football into an unofficial holiday by gathering together for the Super Bowl each February.","Every year, Americans enjoy an unofficial holiday each February by gathering together for the National Football League 'Super Bowl'. The gathering of people cheering their team on for the championship final is an annual tradition.",More clearly structured.
4,5,R_229lKte16OIh0hC,2,1,The most watched television event in the United States is the National Football League which draws over 100 million viewers and more worldwide.,"The Super Bowl is the most watched television event in the United States and around the world, drawing 100's of million viewers.",Better phrasing - more straight forward.
4,5,R_229lKte16OIh0hC,3,2,The final scoreline is not the only exciting part.,The game itself is not the only exciting part!,Sounded better.
4,5,R_229lKte16OIh0hC,4,3,The gathering of people cheering their team on for the final time has been a long standing tradition.,,Moved this sentenced to a more logical spot further up in the post.
4,5,R_229lKte16OIh0hC,5,4,"The excitement continues with party food such as pizza, nachos and chicken wings that are held in private households entertaining friends and family.","Super Bowl parties are renowned for bringing family, friends and communities together to enjoy great food, such as pizza, chicken wings and nachos, and terrific entertainment with the halftime show. There is always a buzz created during the lead up to game of the celebrity chosen to perform at halftime.",Better flow and structure.
